Product_ID,Category,Ingredient,Brand,Store,Link,Serving_Form,Typical_Use,Timing,Avoid_If,Third_Party_Tested,NSF_Certified,Price,Est_Monthly_Cost,Notes,Evidence_Link,NCAA_Risk_Tier,Athlete_Safe_OK
IBX-0930,Protein,Whey protein isolate,,,,softgel,recovery/strength,Any,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0931,Protein,Casein protein,,,,powder,recovery,PM,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0932,Collagen,Collagen peptides,,,,liquid,joints/recovery,PM,animal protein allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0933,Tart Cherry,Tart cherry (concentrate or extract),,,,capsule,recovery/sleep,PM,GI sensitivity (sorbitol); diabetes—watch sugars,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33440334/,Green,Y
IBX-0934,Beetroot,Beetroot (dietary nitrate),,,,gummy,endurance,Any,low blood pressure; kidney stone history (oxalates) caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27600147/,Green,Y
IBX-0935,Beta-Alanine,Beta-alanine,,,,softgel,endurance/strength,PM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0936,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,capsule,gut/immune support,PM,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0937,Fiber,Psyllium husk fiber,,,,powder,gut/general health,PM,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0938,Vitamin C,Vitamin C (ascorbic acid),,,,capsule,immune support,AM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0939,Zinc,Zinc picolinate,,,,liquid,immune support,AM,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0940,Multivitamin,Multivitamin (no stimulants),,,,softgel,general health,AM,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0941,Curcumin,Curcumin (turmeric extract),,,,liquid,recovery/joints,AM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0942,Glucosamine,Glucosamine sulfate,,,,tablet,joints,AM,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0943,Chondroitin,Chondroitin sulfate,,,,gummy,joints,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0944,Glycine,Glycine,,,,softgel,sleep/recovery,Any,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0945,L-Theanine,L-theanine,,,,packet,focus/sleep,AM,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0946,Melatonin,Melatonin (low-dose),,,,packet,sleep,PM,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0947,EAA,Essential amino acids (EAA blend),,,,softgel,recovery/strength,Any,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0948,BCAA,BCAA (2:1:1),,,,softgel,recovery,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0949,Citrulline,L-citrulline,,,,gummy,endurance,Training,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0950,Taurine,Taurine,,,,tablet,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0951,Iron,Iron (only if deficient),,,,gummy,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0952,Calcium,Calcium citrate,,,,packet,general health,PM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0953,Potassium,Potassium (low-dose),,,,gummy,hydration,Any,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0954,Sodium,Sodium (salt tabs / sodium citrate),,,,capsule,hydration/endurance,Any,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0955,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,tablet,gut,PM,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0956,Ginger,Ginger extract,,,,liquid,gut/recovery,Any,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0957,Peppermint,Peppermint oil (enteric coated),,,,powder,gut,AM,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0958,Creatine,Creatine monohydrate,,,,capsule,strength/recovery,Any,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0959,Omega-3,Omega-3 fish oil (EPA/DHA),,,,packet,recovery/general health,AM,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0960,Magnesium,Magnesium glycinate,,,,gummy,sleep/recovery,PM,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0961,Vitamin D,Vitamin D3 (cholecalciferol),,,,tablet,general health/strength,AM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0962,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,capsule,hydration/endurance,Any,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0963,Protein,Whey protein isolate,,,,capsule,recovery/strength,Training,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
